"","Year","Month","DOMESTIC","INTERNATIONAL","TOTAL","Company"
"1","2002",10,71507,12142,83649,"American Flights"
"2","2002",11,65868,11530,77398,"American Flights"
"3","2002",12,67672,12290,79962,"American Flights"
"4","2003",1,65960,12254,78214,"American Flights"
"5","2003",2,56960,10503,67463,"American Flights"
"6","2003",3,65168,11957,77125,"American Flights"
"7","2003",4,62117,11065,73182,"American Flights"
"8","2003",5,62611,10770,73381,"American Flights"
"9","2003",6,62115,11528,73643,"American Flights"
"10","2003",7,64980,12912,77892,"American Flights"
"11","2003",8,64236,12895,77131,"American Flights"
"12","2003",9,60134,11117,71251,"American Flights"
"13","2003",10,62989,11245,74234,"American Flights"
"14","2003",11,56146,11457,67603,"American Flights"
"15","2003",12,59292,12323,71615,"American Flights"
"16","2004",1,58732,12147,70879,"American Flights"
"17","2004",2,55969,11387,67356,"American Flights"
"18","2004",3,60276,12143,72419,"American Flights"
"19","2004",4,58345,11823,70168,"American Flights"
"20","2004",5,58058,11917,69975,"American Flights"
"21","2004",6,58002,12356,70358,"American Flights"
"22","2004",7,58843,13741,72584,"American Flights"
"23","2004",8,58920,13662,72582,"American Flights"
"24","2004",9,52464,10805,63269,"American Flights"
"25","2004",10,56305,11504,67809,"American Flights"
"26","2004",11,54869,11652,66521,"American Flights"
"27","2004",12,57650,12701,70351,"American Flights"
"28","2005",1,55726,12826,68552,"American Flights"
"29","2005",2,51555,11860,63415,"American Flights"
"30","2005",3,58185,13251,71436,"American Flights"
"31","2005",4,55573,12574,68147,"American Flights"
"32","2005",5,57145,12847,69992,"American Flights"
"33","2005",6,56984,13426,70410,"American Flights"
"34","2005",7,59168,14354,73522,"American Flights"
"35","2005",8,58124,13531,71655,"American Flights"
"36","2005",9,52814,11752,64566,"American Flights"
"37","2005",10,53325,11464,64789,"American Flights"
"38","2005",11,53344,11476,64820,"American Flights"
"39","2005",12,54072,12518,66590,"American Flights"
"40","2006",1,54210,12882,67092,"American Flights"
"41","2006",2,48771,11699,60470,"American Flights"
"42","2006",3,55481,13207,68688,"American Flights"
"43","2006",4,53271,12715,65986,"American Flights"
"44","2006",5,55002,13029,68031,"American Flights"
"45","2006",6,53404,12913,66317,"American Flights"
"46","2006",7,54287,13520,67807,"American Flights"
"47","2006",8,54654,13327,67981,"American Flights"
"48","2006",9,50982,11802,62784,"American Flights"
"49","2006",10,52849,11951,64800,"American Flights"
"50","2006",11,50264,11348,61612,"American Flights"
"51","2006",12,52526,12715,65241,"American Flights"
"52","2007",1,52739,12980,65719,"American Flights"
"53","2007",2,46687,11365,58052,"American Flights"
"54","2007",3,53432,12875,66307,"American Flights"
"55","2007",4,50822,12487,63309,"American Flights"
"56","2007",5,52800,12677,65477,"American Flights"
"57","2007",6,50597,12350,62947,"American Flights"
"58","2007",7,53125,12979,66104,"American Flights"
"59","2007",8,53110,12905,66015,"American Flights"
"60","2007",9,50533,11496,62029,"American Flights"
"61","2007",10,53086,11624,64710,"American Flights"
"62","2007",11,50747,11406,62153,"American Flights"
"63","2007",12,50937,12624,63561,"American Flights"
"64","2008",1,50905,12736,63641,"American Flights"
"65","2008",2,46513,11643,58156,"American Flights"
"66","2008",3,49437,12415,61852,"American Flights"
"67","2008",4,47765,11968,59733,"American Flights"
"68","2008",5,52310,12518,64828,"American Flights"
"69","2008",6,50175,12118,62293,"American Flights"
"70","2008",7,52392,12766,65158,"American Flights"
"71","2008",8,52247,12859,65106,"American Flights"
"72","2008",9,47601,10566,58167,"American Flights"
"73","2008",10,49556,10890,60446,"American Flights"
"74","2008",11,44537,11402,55939,"American Flights"
"75","2008",12,46472,11961,58433,"American Flights"
"76","2009",1,46183,12066,58249,"American Flights"
"77","2009",2,42031,10654,52685,"American Flights"
"78","2009",3,46938,11892,58830,"American Flights"
"79","2009",4,45069,11499,56568,"American Flights"
"80","2009",5,46198,11425,57623,"American Flights"
"81","2009",6,45168,11418,56586,"American Flights"
"82","2009",7,47268,12098,59366,"American Flights"
"83","2009",8,47151,11727,58878,"American Flights"
"84","2009",9,44007,10037,54044,"American Flights"
"85","2009",10,45514,10497,56011,"American Flights"
"86","2009",11,43619,10662,54281,"American Flights"
"87","2009",12,45131,11927,57058,"American Flights"
"88","2010",1,45545,11842,57387,"American Flights"
"89","2010",2,40142,10529,50671,"American Flights"
"90","2010",3,46963,12095,59058,"American Flights"
"91","2010",4,44521,11532,56053,"American Flights"
"92","2010",5,44949,12299,57248,"American Flights"
"93","2010",6,44173,12307,56480,"American Flights"
"94","2010",7,46117,13282,59399,"American Flights"
"95","2010",8,46122,12799,58921,"American Flights"
"96","2010",9,43268,10957,54225,"American Flights"
"97","2010",10,44396,11478,55874,"American Flights"
"98","2010",11,43094,11233,54327,"American Flights"
"99","2010",12,44697,12230,56927,"American Flights"
"100","2011",1,44782,12562,57344,"American Flights"
"101","2011",2,39189,11181,50370,"American Flights"
"102","2011",3,46034,12423,58457,"American Flights"
"103","2011",4,44236,11758,55994,"American Flights"
"104","2011",5,43937,12071,56008,"American Flights"
"105","2011",6,44959,12285,57244,"American Flights"
"106","2011",7,46435,13139,59574,"American Flights"
"107","2011",8,45552,12327,57879,"American Flights"
"108","2011",9,43411,10737,54148,"American Flights"
"109","2011",10,44337,11147,55484,"American Flights"
"110","2011",11,41353,10891,52244,"American Flights"
"111","2011",12,42745,12449,55194,"American Flights"
"112","2012",1,43139,12567,55706,"American Flights"
"113","2012",2,41446,11652,53098,"American Flights"
"114","2012",3,45567,12451,58018,"American Flights"
"115","2012",4,42425,11566,53991,"American Flights"
"116","2012",5,45084,12039,57123,"American Flights"
"117","2012",6,43178,12085,55263,"American Flights"
"118","2012",7,44515,13115,57630,"American Flights"
"119","2012",8,44018,12313,56331,"American Flights"
"120","2012",9,40677,10998,51675,"American Flights"
"121","2012",10,42071,11399,53470,"American Flights"
"122","2012",11,41689,11659,53348,"American Flights"
"123","2012",12,44037,12988,57025,"American Flights"
"124","2013",1,44107,12785,56892,"American Flights"
"125","2013",2,40076,11567,51643,"American Flights"
"126","2013",3,45332,13100,58432,"American Flights"
"127","2013",4,43469,12082,55551,"American Flights"
"128","2013",5,45433,12601,58034,"American Flights"
"129","2013",6,44895,12973,57868,"American Flights"
"130","2013",7,46654,13895,60549,"American Flights"
"131","2013",8,46595,13539,60134,"American Flights"
"132","2013",9,42986,11159,54145,"American Flights"
"133","2013",10,45244,11557,56801,"American Flights"
"134","2013",11,42619,11679,54298,"American Flights"
"135","2013",12,42876,13414,56290,"American Flights"
"136","2014",1,43978,13427,57405,"American Flights"
"137","2014",2,39248,11914,51162,"American Flights"
"138","2014",3,45537,13526,59063,"American Flights"
"139","2014",4,43630,12877,56507,"American Flights"
"140","2014",5,44916,13085,58001,"American Flights"
"141","2014",6,45663,13436,59099,"American Flights"
"142","2014",7,47130,14057,61187,"American Flights"
"143","2014",8,45957,13098,59055,"American Flights"
"144","2014",9,43110,10995,54105,"American Flights"
"145","2014",10,44856,11253,56109,"American Flights"
"146","2014",11,42397,11996,54393,"American Flights"
"147","2014",12,45150,13324,58474,"American Flights"
"148","2015",1,43287,12960,56247,"American Flights"
"149","2015",2,37396,11417,48813,"American Flights"
"150","2015",3,44655,12867,57522,"American Flights"
"151","2015",4,44663,12144,56807,"American Flights"
"152","2015",5,44065,12673,56738,"American Flights"
"153","2015",6,44042,13401,57443,"American Flights"
"154","2015",7,81130,19027,100157,"American Flights"
"155","2015",8,79263,17877,97140,"American Flights"
"156","2015",9,73187,14636,87823,"American Flights"
"157","2015",10,76790,14893,91683,"American Flights"
"158","2015",11,73572,14795,88367,"American Flights"
"159","2015",12,75602,17065,92667,"American Flights"
"160","2016",1,73096,16163,89259,"American Flights"
"161","2016",2,70596,14975,85571,"American Flights"
"162","2016",3,78887,17062,95949,"American Flights"
"163","2016",4,74412,16328,90740,"American Flights"
"164","2016",5,78480,16373,94853,"American Flights"
"165","2016",6,79164,17298,96462,"American Flights"
"166","2016",7,80654,18349,99003,"American Flights"
"167","2016",8,79138,16910,96048,"American Flights"
"168","2016",9,72358,13707,86065,"American Flights"
"169","2016",10,74458,14167,88625,"American Flights"
"170","2016",11,71727,13751,85478,"American Flights"
"171","2016",12,73393,16764,90157,"American Flights"
"172","2017",1,72378,15749,88127,"American Flights"
"173","2017",2,66463,14055,80518,"American Flights"
"174","2017",3,77089,16526,93615,"American Flights"
"175","2017",4,73099,16651,89750,"American Flights"
"176","2017",5,77011,17295,94306,"American Flights"
"177","2017",6,76142,17932,94074,"American Flights"
"178","2017",7,78311,18891,97202,"American Flights"
"179","2017",8,78553,17568,96121,"American Flights"
"180","2017",9,68928,12778,81706,"American Flights"
"181","2017",10,75559,15007,90566,"American Flights"
"182","2017",11,69689,14062,83751,"American Flights"
"183","2017",12,73581,16631,90212,"American Flights"
"184","2018",1,72293,15612,87905,"American Flights"
"185","2018",2,67711,14307,82018,"American Flights"
"186","2018",3,75893,16863,92756,"American Flights"
"187","2018",4,74118,16567,90685,"American Flights"
"188","2018",5,77253,17133,94386,"American Flights"
"189","2018",6,77266,17672,94938,"American Flights"
"190","2018",7,79177,18423,97600,"American Flights"
"191","2018",8,79351,17185,96536,"American Flights"
"192","2018",9,73948,14136,88084,"American Flights"
"193","2018",10,78497,14896,93393,"American Flights"
"194","2018",11,74178,13765,87943,"American Flights"
"195","2018",12,74942,16032,90974,"American Flights"
"196","2019",1,75689,15696,91385,"American Flights"
"197","2019",2,70375,14260,84635,"American Flights"
"198","2019",3,78429,16242,94671,"American Flights"
"199","2019",4,74375,15005,89380,"American Flights"
"200","2019",5,79177,16118,95295,"American Flights"
"201","2019",6,76831,17467,94298,"American Flights"
"202","2019",7,79663,18393,98056,"American Flights"
"203","2019",8,81137,17354,98491,"American Flights"
"204","2019",9,76641,13547,90188,"American Flights"
"205","2019",10,80362,13848,94210,"American Flights"
"206","2019",11,77277,12855,90132,"American Flights"
"207","2019",12,79378,14908,94286,"American Flights"
"208","2020",1,75742,15157,90899,"American Flights"
"209","2020",2,71794,14206,86000,"American Flights"
"210","2020",3,65150,10554,75704,"American Flights"
"211","2020",4,25873,1458,27331,"American Flights"
"212","2020",5,21927,1555,23482,"American Flights"
"213","2020",6,27099,2507,29606,"American Flights"
"214","2020",7,45989,3992,49981,"American Flights"
"215","2020",8,46767,4099,50866,"American Flights"
"216","2020",9,38838,4394,43232,"American Flights"
"217","2020",10,40682,5876,46558,"American Flights"
"218","2020",11,38501,7756,46257,"American Flights"
"219","2020",12,38367,9386,47753,"American Flights"
"220","2021",1,38036,10582,48618,"American Flights"
"221","2021",2,32194,10337,42531,"American Flights"
"222","2021",3,47456,13527,60983,"American Flights"
"223","2021",4,52084,12959,65043,"American Flights"
"224","2021",5,60722,12512,73234,"American Flights"
"225","2021",6,68328,12761,81089,"American Flights"
"226","2021",7,72137,13554,85691,"American Flights"
"227","2021",8,70322,11842,82164,"American Flights"
"228","2021",9,66951,9883,76834,"American Flights"
"229","2021",10,70831,11002,81833,"American Flights"
"230","2021",11,71672,12263,83935,"American Flights"
"231","2021",12,71509,14681,86190,"American Flights"
"232","2022",1,66576,14723,81299,"American Flights"
"233","2022",2,59640,13233,72873,"American Flights"
"234","2022",3,70716,16263,86979,"American Flights"
"235","2022",4,66053,16670,82723,"American Flights"
"236","2022",5,70767,17478,88245,"American Flights"
"237","2022",6,70625,17930,88555,"American Flights"
"238","2022",7,74436,18848,93284,"American Flights"
"239","2022",8,75439,18062,93501,"American Flights"
"240","2022",9,71105,15438,86543,"American Flights"
"241","2022",10,77192,16045,93237,"American Flights"
"242","2022",11,73285,16631,89916,"American Flights"
"243","2022",12,75174,18538,93712,"American Flights"
"244","2023",1,73744,17888,91632,"American Flights"
"245","2023",2,69959,16370,86329,"American Flights"
"246","2023",3,78111,18652,96763,"American Flights"
"247","2023",4,76109,17488,93597,"American Flights"
"248","2023",5,79631,17628,97259,"American Flights"
"249","2023",6,79962,18196,98158,"American Flights"
"250","2023",7,81985,19170,101155,"American Flights"
"251","2023",8,84290,18552,102842,"American Flights"
"252","2023",9,76626,14995,91621,"American Flights"
"253","2023",10,81062,16112,97174,"American Flights"
"254","2023",11,76478,16603,93081,"American Flights"
"255","2023",12,75523,19274,94797,"American Flights"
"256","2024",1,76326,19384,95710,"American Flights"
"257","2024",2,74881,18067,92948,"American Flights"
"258","2024",3,81670,19798,101468,"American Flights"
"259","2024",4,80674,18385,99059,"American Flights"
"260","2024",5,84291,19028,103319,"American Flights"
"261","2024",6,84064,19654,103718,"American Flights"
"262","2024",7,86522,20202,106724,"American Flights"
"263","2024",8,83875,18894,102769,"American Flights"
"264","2024",9,80306,14076,94382,"American Flights"
"265","2024",10,86156,15275,101431,"American Flights"
"266","2024",11,76439,16365,92804,"American Flights"
"267","2024",12,77271,18986,96257,"American Flights"
"268","2025",1,72517,18220,90737,"American Flights"
"269","2002",10,2865,NA,2865,"Spirit Flights"
"270","2002",11,3049,NA,3049,"Spirit Flights"
"271","2002",12,3305,NA,3305,"Spirit Flights"
"272","2003",1,3223,NA,3223,"Spirit Flights"
"273","2003",2,2910,NA,2910,"Spirit Flights"
"274","2003",3,3347,NA,3347,"Spirit Flights"
"275","2003",4,3299,NA,3299,"Spirit Flights"
"276","2003",5,2590,NA,2590,"Spirit Flights"
"277","2003",6,2666,NA,2666,"Spirit Flights"
"278","2003",7,3082,NA,3082,"Spirit Flights"
"279","2003",8,3055,NA,3055,"Spirit Flights"
"280","2003",9,2369,NA,2369,"Spirit Flights"
"281","2003",10,2600,8,2608,"Spirit Flights"
"282","2003",11,2955,NA,2955,"Spirit Flights"
"283","2003",12,3526,28,3554,"Spirit Flights"
"284","2004",1,3468,61,3529,"Spirit Flights"
"285","2004",2,3311,58,3369,"Spirit Flights"
"286","2004",3,3594,62,3656,"Spirit Flights"
"287","2004",4,3565,60,3625,"Spirit Flights"
"288","2004",5,3283,62,3345,"Spirit Flights"
"289","2004",6,3312,80,3392,"Spirit Flights"
"290","2004",7,3720,110,3830,"Spirit Flights"
"291","2004",8,3450,102,3552,"Spirit Flights"
"292","2004",9,2483,54,2537,"Spirit Flights"
"293","2004",10,2840,62,2902,"Spirit Flights"
"294","2004",11,3299,85,3384,"Spirit Flights"
"295","2004",12,3715,189,3904,"Spirit Flights"
"296","2005",1,3513,216,3729,"Spirit Flights"
"297","2005",2,3481,209,3690,"Spirit Flights"
"298","2005",3,3618,248,3866,"Spirit Flights"
"299","2005",4,3538,286,3824,"Spirit Flights"
"300","2005",5,2864,308,3172,"Spirit Flights"
"301","2005",6,2913,334,3247,"Spirit Flights"
"302","2005",7,3326,448,3774,"Spirit Flights"
"303","2005",8,2915,345,3260,"Spirit Flights"
"304","2005",9,2186,234,2420,"Spirit Flights"
"305","2005",10,2210,191,2401,"Spirit Flights"
"306","2005",11,2534,333,2867,"Spirit Flights"
"307","2005",12,2795,553,3348,"Spirit Flights"
"308","2006",1,2867,595,3462,"Spirit Flights"
"309","2006",2,2674,587,3261,"Spirit Flights"
"310","2006",3,3268,665,3933,"Spirit Flights"
"311","2006",4,3131,645,3776,"Spirit Flights"
"312","2006",5,2708,493,3201,"Spirit Flights"
"313","2006",6,2810,604,3414,"Spirit Flights"
"314","2006",7,3164,665,3829,"Spirit Flights"
"315","2006",8,3130,562,3692,"Spirit Flights"
"316","2006",9,2796,428,3224,"Spirit Flights"
"317","2006",10,2867,430,3297,"Spirit Flights"
"318","2006",11,2997,468,3465,"Spirit Flights"
"319","2006",12,3374,688,4062,"Spirit Flights"
"320","2007",1,3410,667,4077,"Spirit Flights"
"321","2007",2,3654,717,4371,"Spirit Flights"
"322","2007",3,4285,840,5125,"Spirit Flights"
"323","2007",4,4270,860,5130,"Spirit Flights"
"324","2007",5,3728,864,4592,"Spirit Flights"
"325","2007",6,3973,1316,5289,"Spirit Flights"
"326","2007",7,4283,1412,5695,"Spirit Flights"
"327","2007",8,4023,1293,5316,"Spirit Flights"
"328","2007",9,3435,860,4295,"Spirit Flights"
"329","2007",10,3575,805,4380,"Spirit Flights"
"330","2007",11,3783,900,4683,"Spirit Flights"
"331","2007",12,4087,1185,5272,"Spirit Flights"
"332","2008",1,4065,1035,5100,"Spirit Flights"
"333","2008",2,4016,883,4899,"Spirit Flights"
"334","2008",3,4569,966,5535,"Spirit Flights"
"335","2008",4,4280,941,5221,"Spirit Flights"
"336","2008",5,4288,1167,5455,"Spirit Flights"
"337","2008",6,4431,1302,5733,"Spirit Flights"
"338","2008",7,4524,1362,5886,"Spirit Flights"
"339","2008",8,3952,1206,5158,"Spirit Flights"
"340","2008",9,3269,863,4132,"Spirit Flights"
"341","2008",10,3295,859,4154,"Spirit Flights"
"342","2008",11,3363,797,4160,"Spirit Flights"
"343","2008",12,3613,850,4463,"Spirit Flights"
"344","2009",1,3395,865,4260,"Spirit Flights"
"345","2009",2,3216,790,4006,"Spirit Flights"
"346","2009",3,3832,942,4774,"Spirit Flights"
"347","2009",4,3547,858,4405,"Spirit Flights"
"348","2009",5,3571,1048,4619,"Spirit Flights"
"349","2009",6,3484,1062,4546,"Spirit Flights"
"350","2009",7,3676,1179,4855,"Spirit Flights"
"351","2009",8,3637,1128,4765,"Spirit Flights"
"352","2009",9,3442,697,4139,"Spirit Flights"
"353","2009",10,3581,744,4325,"Spirit Flights"
"354","2009",11,3543,753,4296,"Spirit Flights"
"355","2009",12,3659,865,4524,"Spirit Flights"
"356","2010",1,3498,843,4341,"Spirit Flights"
"357","2010",2,3071,767,3838,"Spirit Flights"
"358","2010",3,3794,940,4734,"Spirit Flights"
"359","2010",4,3808,916,4724,"Spirit Flights"
"360","2010",5,3922,922,4844,"Spirit Flights"
"361","2010",6,3115,791,3906,"Spirit Flights"
"362","2010",7,4146,1206,5352,"Spirit Flights"
"363","2010",8,4089,1090,5179,"Spirit Flights"
"364","2010",9,3821,864,4685,"Spirit Flights"
"365","2010",10,4073,864,4937,"Spirit Flights"
"366","2010",11,3963,955,4918,"Spirit Flights"
"367","2010",12,3924,1126,5050,"Spirit Flights"
"368","2011",1,3840,1040,4880,"Spirit Flights"
"369","2011",2,3585,826,4411,"Spirit Flights"
"370","2011",3,4535,912,5447,"Spirit Flights"
"371","2011",4,4533,900,5433,"Spirit Flights"
"372","2011",5,4882,842,5724,"Spirit Flights"
"373","2011",6,4712,878,5590,"Spirit Flights"
"374","2011",7,5027,1084,6111,"Spirit Flights"
"375","2011",8,4842,1037,5879,"Spirit Flights"
"376","2011",9,4469,692,5161,"Spirit Flights"
"377","2011",10,4717,646,5363,"Spirit Flights"
"378","2011",11,4757,743,5500,"Spirit Flights"
"379","2011",12,5093,843,5936,"Spirit Flights"
"380","2012",1,4913,851,5764,"Spirit Flights"
"381","2012",2,4776,791,5567,"Spirit Flights"
"382","2012",3,5806,822,6628,"Spirit Flights"
"383","2012",4,5649,811,6460,"Spirit Flights"
"384","2012",5,5637,838,6475,"Spirit Flights"
"385","2012",6,5801,872,6673,"Spirit Flights"
"386","2012",7,6179,980,7159,"Spirit Flights"
"387","2012",8,6218,951,7169,"Spirit Flights"
"388","2012",9,5631,737,6368,"Spirit Flights"
"389","2012",10,5642,645,6287,"Spirit Flights"
"390","2012",11,5850,770,6620,"Spirit Flights"
"391","2012",12,6074,854,6928,"Spirit Flights"
"392","2013",1,5957,822,6779,"Spirit Flights"
"393","2013",2,5679,740,6419,"Spirit Flights"
"394","2013",3,6676,830,7506,"Spirit Flights"
"395","2013",4,6547,793,7340,"Spirit Flights"
"396","2013",5,6846,859,7705,"Spirit Flights"
"397","2013",6,6732,978,7710,"Spirit Flights"
"398","2013",7,7163,1087,8250,"Spirit Flights"
"399","2013",8,7120,1059,8179,"Spirit Flights"
"400","2013",9,6547,637,7184,"Spirit Flights"
"401","2013",10,6716,629,7345,"Spirit Flights"
"402","2013",11,6797,817,7614,"Spirit Flights"
"403","2013",12,6992,842,7834,"Spirit Flights"
"404","2014",1,7038,890,7928,"Spirit Flights"
"405","2014",2,6446,808,7254,"Spirit Flights"
"406","2014",3,7373,893,8266,"Spirit Flights"
"407","2014",4,7263,861,8124,"Spirit Flights"
"408","2014",5,7612,1044,8656,"Spirit Flights"
"409","2014",6,7466,1008,8474,"Spirit Flights"
"410","2014",7,7747,1042,8789,"Spirit Flights"
"411","2014",8,8195,1049,9244,"Spirit Flights"
"412","2014",9,7803,614,8417,"Spirit Flights"
"413","2014",10,8089,602,8691,"Spirit Flights"
"414","2014",11,8170,835,9005,"Spirit Flights"
"415","2014",12,8410,930,9340,"Spirit Flights"
"416","2015",1,8771,995,9766,"Spirit Flights"
"417","2015",2,8031,852,8883,"Spirit Flights"
"418","2015",3,9303,940,10243,"Spirit Flights"
"419","2015",4,9459,952,10411,"Spirit Flights"
"420","2015",5,9864,1096,10960,"Spirit Flights"
"421","2015",6,9388,1178,10566,"Spirit Flights"
"422","2015",7,10255,1282,11537,"Spirit Flights"
"423","2015",8,10276,1276,11552,"Spirit Flights"
"424","2015",9,9897,863,10760,"Spirit Flights"
"425","2015",10,10194,739,10933,"Spirit Flights"
"426","2015",11,10086,920,11006,"Spirit Flights"
"427","2015",12,10520,1028,11548,"Spirit Flights"
"428","2016",1,10765,1058,11823,"Spirit Flights"
"429","2016",2,9985,965,10950,"Spirit Flights"
"430","2016",3,11108,1051,12159,"Spirit Flights"
"431","2016",4,11262,1135,12397,"Spirit Flights"
"432","2016",5,11856,1185,13041,"Spirit Flights"
"433","2016",6,11375,1143,12518,"Spirit Flights"
"434","2016",7,11791,1197,12988,"Spirit Flights"
"435","2016",8,11835,1190,13025,"Spirit Flights"
"436","2016",9,11118,897,12015,"Spirit Flights"
"437","2016",10,11231,798,12029,"Spirit Flights"
"438","2016",11,11573,866,12439,"Spirit Flights"
"439","2016",12,12153,1033,13186,"Spirit Flights"
"440","2017",1,12160,1024,13184,"Spirit Flights"
"441","2017",2,11276,946,12222,"Spirit Flights"
"442","2017",3,12583,1042,13625,"Spirit Flights"
"443","2017",4,12343,1047,13390,"Spirit Flights"
"444","2017",5,12587,1198,13785,"Spirit Flights"
"445","2017",6,12976,1106,14082,"Spirit Flights"
"446","2017",7,13838,1150,14988,"Spirit Flights"
"447","2017",8,13817,1119,14936,"Spirit Flights"
"448","2017",9,11594,726,12320,"Spirit Flights"
"449","2017",10,13018,847,13865,"Spirit Flights"
"450","2017",11,12770,960,13730,"Spirit Flights"
"451","2017",12,13059,1055,14114,"Spirit Flights"
"452","2018",1,13837,1142,14979,"Spirit Flights"
"453","2018",2,12818,1039,13857,"Spirit Flights"
"454","2018",3,14618,1179,15797,"Spirit Flights"
"455","2018",4,14492,1363,15855,"Spirit Flights"
"456","2018",5,14852,1485,16337,"Spirit Flights"
"457","2018",6,15421,1499,16920,"Spirit Flights"
"458","2018",7,16028,1538,17566,"Spirit Flights"
"459","2018",8,15972,1530,17502,"Spirit Flights"
"460","2018",9,13477,1121,14598,"Spirit Flights"
"461","2018",10,13808,1255,15063,"Spirit Flights"
"462","2018",11,14401,1523,15924,"Spirit Flights"
"463","2018",12,15021,1749,16770,"Spirit Flights"
"464","2019",1,15079,1871,16950,"Spirit Flights"
"465","2019",2,14040,1710,15750,"Spirit Flights"
"466","2019",3,17092,2012,19104,"Spirit Flights"
"467","2019",4,16405,1931,18336,"Spirit Flights"
"468","2019",5,17898,2109,20007,"Spirit Flights"
"469","2019",6,17647,2070,19717,"Spirit Flights"
"470","2019",7,18529,2118,20647,"Spirit Flights"
"471","2019",8,18358,2101,20459,"Spirit Flights"
"472","2019",9,16004,1565,17569,"Spirit Flights"
"473","2019",10,16837,1653,18490,"Spirit Flights"
"474","2019",11,17376,1777,19153,"Spirit Flights"
"475","2019",12,17237,1845,19082,"Spirit Flights"
"476","2020",1,17368,1851,19219,"Spirit Flights"
"477","2020",2,17334,1690,19024,"Spirit Flights"
"478","2020",3,18301,1299,19600,"Spirit Flights"
"479","2020",4,4433,23,4456,"Spirit Flights"
"480","2020",5,1425,42,1467,"Spirit Flights"
"481","2020",6,4415,110,4525,"Spirit Flights"
"482","2020",7,16034,642,16676,"Spirit Flights"
"483","2020",8,11551,553,12104,"Spirit Flights"
"484","2020",9,7487,664,8151,"Spirit Flights"
"485","2020",10,9134,1148,10282,"Spirit Flights"
"486","2020",11,12288,1253,13541,"Spirit Flights"
"487","2020",12,12631,1616,14247,"Spirit Flights"
"488","2021",1,11115,1691,12806,"Spirit Flights"
"489","2021",2,9777,1334,11111,"Spirit Flights"
"490","2021",3,14652,1248,15900,"Spirit Flights"
"491","2021",4,14794,1271,16065,"Spirit Flights"
"492","2021",5,17063,1899,18962,"Spirit Flights"
"493","2021",6,16586,2076,18662,"Spirit Flights"
"494","2021",7,18762,2541,21303,"Spirit Flights"
"495","2021",8,16232,2342,18574,"Spirit Flights"
"496","2021",9,16588,2332,18920,"Spirit Flights"
"497","2021",10,16638,2538,19176,"Spirit Flights"
"498","2021",11,17358,2659,20017,"Spirit Flights"
"499","2021",12,17149,3134,20283,"Spirit Flights"
"500","2022",1,16993,2768,19761,"Spirit Flights"
"501","2022",2,16216,2578,18794,"Spirit Flights"
"502","2022",3,18947,2965,21912,"Spirit Flights"
"503","2022",4,16843,2807,19650,"Spirit Flights"
"504","2022",5,18727,3065,21792,"Spirit Flights"
"505","2022",6,18382,2762,21144,"Spirit Flights"
"506","2022",7,19368,2839,22207,"Spirit Flights"
"507","2022",8,19456,2831,22287,"Spirit Flights"
"508","2022",9,19459,2556,22015,"Spirit Flights"
"509","2022",10,20852,2708,23560,"Spirit Flights"
"510","2022",11,20566,2647,23213,"Spirit Flights"
"511","2022",12,20273,3017,23290,"Spirit Flights"
"512","2023",1,21402,3107,24509,"Spirit Flights"
"513","2023",2,19947,2705,22652,"Spirit Flights"
"514","2023",3,22266,2957,25223,"Spirit Flights"
"515","2023",4,22012,2861,24873,"Spirit Flights"
"516","2023",5,22413,3239,25652,"Spirit Flights"
"517","2023",6,20603,3237,23840,"Spirit Flights"
"518","2023",7,20822,3391,24213,"Spirit Flights"
"519","2023",8,21315,3186,24501,"Spirit Flights"
"520","2023",9,20794,2721,23515,"Spirit Flights"
"521","2023",10,22956,2761,25717,"Spirit Flights"
"522","2023",11,23095,2764,25859,"Spirit Flights"
"523","2023",12,22508,3200,25708,"Spirit Flights"
"524","2024",1,20148,3232,23380,"Spirit Flights"
"525","2024",2,19823,2894,22717,"Spirit Flights"
"526","2024",3,22538,2914,25452,"Spirit Flights"
"527","2024",4,21805,2590,24395,"Spirit Flights"
"528","2024",5,23140,2593,25733,"Spirit Flights"
"529","2024",6,22930,2409,25339,"Spirit Flights"
"530","2024",7,23562,2262,25824,"Spirit Flights"
"531","2024",8,23768,2215,25983,"Spirit Flights"
"532","2024",9,20180,1936,22116,"Spirit Flights"
"533","2024",10,20779,1903,22682,"Spirit Flights"
"534","2024",11,19420,1814,21234,"Spirit Flights"
"535","2024",12,18590,2770,21360,"Spirit Flights"
"536","2025",1,17004,2459,19463,"Spirit Flights"
"537","2002",10,81876,NA,81876,"SouthWest Flights"
"538","2002",11,76818,NA,76818,"SouthWest Flights"
"539","2002",12,79481,NA,79481,"SouthWest Flights"
"540","2003",1,80620,NA,80620,"SouthWest Flights"
"541","2003",2,72108,NA,72108,"SouthWest Flights"
"542","2003",3,80362,NA,80362,"SouthWest Flights"
"543","2003",4,78676,NA,78676,"SouthWest Flights"
"544","2003",5,79998,NA,79998,"SouthWest Flights"
"545","2003",6,78862,NA,78862,"SouthWest Flights"
"546","2003",7,81282,NA,81282,"SouthWest Flights"
"547","2003",8,80940,NA,80940,"SouthWest Flights"
"548","2003",9,78702,NA,78702,"SouthWest Flights"
"549","2003",10,81970,NA,81970,"SouthWest Flights"
"550","2003",11,76596,NA,76596,"SouthWest Flights"
"551","2003",12,79822,NA,79822,"SouthWest Flights"
